web-scraper-order,web-scraper-start-url,pages,pages-href,songs,songs-href,text
"1543229356-271","https://songteksten.net/artist/lyrics/40/the-beatles.html","2","https://songteksten.net/artist/lyrics/40/the-beatles/page/2.html","Cry For A Shadow","https://songteksten.net/lyric/40/822/the-beatles/cry-for-a-shadow.html","The Beatles - Cry For A Shadow
instrumental

 Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229213-202","https://songteksten.net/artist/lyrics/40/the-beatles.html","4","https://songteksten.net/artist/lyrics/40/the-beatles/page/4.html","I Remember You","https://songteksten.net/lyric/40/891/the-beatles/i-remember-you.html","The Beatles - I Remember You
Tell them I remember you 

I remember too a distant bell 

And stars that dwell 

Like the rain out of the blue 

When my life is through 

And the angels ask me to recall 

The thrill of it all 

Then I will tell them 

I remember you 

I remember too a distant bell 

And stars that dwell 

Like the rain out of the blue 

When my life is through 

And the angels ask me to recall 

The thrill of it all 

Then I will tell them 

I remember you 

I remember too a distant bell 

And stars that dwell 

Like the rain out of the blue 

When my life is through 

And the angels ask me to recall 

The thrill of it all 

Then I will tell them 

I remember 

Tell them I remember 

Tell them I remember 

Tell them I remember you  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543228921-60","https://songteksten.net/artist/lyrics/40/the-beatles.html","8","https://songteksten.net/artist/lyrics/40/the-beatles/page/8.html","The Ballad Of John And Yoko","https://songteksten.net/lyric/40/1044/the-beatles/the-ballad-of-john-and-yoko.html","The Beatles - The Ballad Of John And Yoko
Standing in the dock at Southampton, 

Trying to get to Holland or France. 

The man in the mac said, ""You`ve got to turn back"". 

You know they didn`t even give us a chance. 

Christ you know it ain`t easy, 

You know how hard it can be. 

The way things are going 

They`re going to crucify me. 

Finally made the plane into Paris, 

Honey mooning down by the Seine. 

Peter Brown called to say, 

""You can make it O.K., 

You can get married in Gibraltar, near Spain"". 

Christ you know it ain`t easy, 

You know how hard it can be. 

The way things are going 

They`re going to crucify me. 

Drove from Paris to the Amsterdam Hilton, 

Talking in our beds for a week. 

The newspapers said, ""Say what you doing in bed?"" 

I said, ""We`re only trying to get us some peace"". 

Christ you know it ain`t easy, 

You know how hard it can be. 

The way things are going 

They`re going to crucify me. 

Saving up your money for a rainy day, 

Giving all your clothes to charity. 

Last night the wife said, 

""Oh boy, when you`re dead 

You don`t take nothing with you 

But your soul - think!"" 

Made a lightning trip to Vienna, 

eating chocolate cake in a bag. 

The newspapers said, ""She`s gone to his head, 

They look just like two gurus in drag"". 

Christ you know it ain`t easy, 

You know how hard it can be. 

The way things are going 

They`re going to crucify me. 

Caught an early plane back to London. 

Fifty acorns tied in a sack. 

The men from the press said, ""We wish you success, 

It`s good to have the both of you back"". 

Christ you know it ain`t easy, 

You know how hard it can be. 

The way things are going 

They`re going to crucify me. 

The way things are going 

They`re going to crucify me.  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543228839-20","https://songteksten.net/artist/lyrics/40/the-beatles.html","9","https://songteksten.net/artist/lyrics/40/the-beatles/page/9.html","Within You Without You","https://songteksten.net/lyric/40/1084/the-beatles/within-you-without-you.html","The Beatles - Within You Without You
We were talking-about the space between us all 

And the people-who hide themselves behind a wall of illusion 

Never glimpse the truth-then it`s far too late-when they pass away. 

We were talking-about the love we all could share-when we find it 

To try our best to hold it there-with our love 

With our love-we could save the world-if they only knew. 

Try to realise it`s all within yourself 

No-one else can make you change 

And to see you`re really only very small, 

And life flows within you and without you. 

We were talking-about the love that`s gone so cold and the people, 

Who gain the world and lose their soul- 

They don`t know-they can`t see-are you one of them? 

When you`ve seen beyond yourself-then you may find, peace of mind, 

Is waiting there- 

And the time will come when you see 

we`re all one, and life flows on within you and without you.  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229005-101","https://songteksten.net/artist/lyrics/40/the-beatles.html","7","https://songteksten.net/artist/lyrics/40/the-beatles/page/7.html","Rocky Raccoon","https://songteksten.net/lyric/40/996/the-beatles/rocky-raccoon.html","The Beatles - Rocky Raccoon
Now somewhere in the black mountain hills of Dakota 

There lived a young boy named Rocky Raccoon 

And one day his woman ran off with another guy 

Hit young Rocky in the eye Rocky didn`t like that 

He said I`m gonna get that boy 

So one day he walked into town 

Booked himself a room in the local saloon. 

Rocky Raccoon checked into his room 

Only to find Gideon`s bible 

Rocky had come equipped with a gun 

To shoot off the legs of his rival 

His rival it seems had broken his dreams 

By stealing the girl of his fancy. 

Her name was Magil and she called herself Lil 

But everyone knew her as Nancy. 

Now she and her man who called himself Dan 

Were in the next room at the hoe down 

Rocky burst in and grinning a grin 

He said Danny boy this is a showdown 

But Daniel was hot-he drew first and shot 

And Rocky collapsed in the corner. 

Now the doctor came in stinking of gin 

And proceeded to lie on the table 

He said Rocky you met your match 

And Rocky said, Doc it`s only a scratch 

And I`ll be better I`ll be better doc as soon as I am able. 

Now Rocky Raccoon he fell back in his room 

Only to find Gideon`s bible 

Gideon checked out and he left it no doubt 

To help with good Rocky`s revival.  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543228951-74","https://songteksten.net/artist/lyrics/40/the-beatles.html","7","https://songteksten.net/artist/lyrics/40/the-beatles/page/7.html","Sweet Georgia Brown","https://songteksten.net/lyric/40/1030/the-beatles/sweet-georgia-brown.html","The Beatles - Sweet Georgia Brown
I tell you something,

Well, no gal made has, oh, got the shade on sweet Georgia Brown,

She got twoo left feet, but, oh, so neat, has sweet Georgia Brown.

Thay all sigh, ooh, they wanna die for sweet Georgia Brown,

I`ll tell you just why,

You know I don`t lie, not much.

Wo, it`s been said she knocks them dead when she lands in town;

Since she came, why it`s a shame how she cools them down.

Fellers, mm, she can`t get,

Oh, fellers, oh, she ain`t met.

Georgia claimed her, Georgia named her,

Sweet Georgia Brown.

Hey!

Well, all those tips that the porter slip to sweet Georgia Brown,

She buys clothers at fashion shows with one dollar down.

They all sigh, yeah, they wanna die for sweet Georgia Brown,

I`ll tell you just why,

You know I don`t lie.

Ooh, it`s been said she knocks them dead when she lands in town;

Since she came, why it`s a shame how she cools them down.

Fellers, mm, she can`t get,

Oh, fellers, oh, she ain`t met.

Georgia claimed her, Georgia named her,

Sweet Georgia Brown.

Oh, that sweet Georgia

Oh oh oh, Brown

Oh yeah Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229350-268","https://songteksten.net/artist/lyrics/40/the-beatles.html","2","https://songteksten.net/artist/lyrics/40/the-beatles/page/2.html","Dear Prudence","https://songteksten.net/lyric/40/825/the-beatles/dear-prudence.html","The Beatles - Dear Prudence
Dear Prudence, won`t you come out to play 

Dear Prudence, greet the brand new day 

The sun is up, the sky is blue 

It`s beautiful and so are you 

Dear Prudence won`t you come out and play 

Dear Prudence open up your eyes 

Dear Prudence see the sunny skies 

The wind is low the birds will sing 

that you are part of everything 

Dear Prudence won`t you open up your eyes? 

Look around round 

Look around round round 

Look around 

Dear Prudence let me see you smile 

Dear Prudence like a little child 

The clouds will be a daisy chain 

So let me see you smile again 

Dear Prudence won`t you let me see you smile?  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543228953-75","https://songteksten.net/artist/lyrics/40/the-beatles.html","7","https://songteksten.net/artist/lyrics/40/the-beatles/page/7.html","Swanee River (Old Folks At Home)","https://songteksten.net/lyric/40/1029/the-beatles/swanee-river-old-folks-at-home.html","The Beatles - Swanee River (Old Folks At Home)
Way down upon the Swanee River,

Far, far away.

That`s where my heart is yearning ever,

Home where the old folks stay.

Way down upon the Swanee River,

Far, far away-hey.

Wo, that`s where my heart is yearning ever,

Home where the old folks stay.

All up and down the whole creation,

Sadly I roam.

I`m a still a-longin` for the old plantation,

Oh, for the old folks at home.

Ah-oh-oh!

Oh, my my!

Well, way down upon the Swanee River,

Far, far away-hey.

Wo, that`s where my heart is yearning ever,

Home where the old folks stay.

All up and down the whole creation,

Sadly I roam.

I`m still a-longin` for the old plantation,

And for the old folks at home.

All the world is sad and dreary,

Ev`rywhere I roam.

Oh, darkies, how my heart grows weary,

Far from the old folks at home

Far from the old folks at home

Far from the old folks at home

Far from the old folks at home. Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229240-214","https://songteksten.net/artist/lyrics/40/the-beatles.html","3","https://songteksten.net/artist/lyrics/40/the-beatles/page/3.html","How Do You Do It","https://songteksten.net/lyric/40/879/the-beatles/how-do-you-do-it.html","The Beatles - How Do You Do It
How do you do what you do to me?

I wish I knew

If I knew how you do it to me

I`d do it to you 

How do you do what you do to me?

I`m feeling blue

Wish I knew how you do it to me

But I haven`t a clue

You give me a feeling in my heart, ooh-la-la

Like an arrow piercing through it

I suppose that you think you`re very smart

But won`t you tell me how do you do it?

How do you do what you do to me?

I wish I knew

If I knew how you do it to me

I`d do it to you

You give me a feeling in my heart, ooh-la-la

Like an arrow piercing through it

I suppose that you think you`re very smart

But won`t you tell me how do you do it?

How do you do what you do to me?

I wish I knew

Wish I knew how you do it to me

But I haven`t a clue

Wish I knew how you do it to me

I`d do it to you

Wish I knew how you do it to me

I`d do it to you Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229314-250","https://songteksten.net/artist/lyrics/40/the-beatles.html","2","https://songteksten.net/artist/lyrics/40/the-beatles/page/2.html","Fever","https://songteksten.net/lyric/40/844/the-beatles/fever.html","The Beatles - Fever
Never know how much I love you

Never know how much I care

When you put your arms around me

I get a fever that`s so hard to bear

You give me fever when you kiss me

Fever when you hold me tight

Fever in the morning

Fever all through the night.

Ev`rybody`s got the fever

that is something you all know

Fever isn`t such a new thing

Fever started long ago

Sun lights up the daytime

Moon lights up the night

I light up when you call my name

And you know I`m gonna treat you right

You give me fever when you kiss me

Fever when you hold me tight

Fever in the morning

Fever all through the night

Romeo loved Juliet

Juliet she felt the same

When he put his arms around her

He said `Julie, baby, you`re my flame

Thou giv-est fever when we kisseth

Fever with the flaming youth

Fever I`m afire

Fever yea I burn for sooth`

Captain Smith and Pocahantas

Had a very mad affair

When her daddy tried to kill him

She said `Daddy, o, don`t you dare

He gives me fever with his kisses

Fever when he holds me tight

Fever, I`m his misses,

Oh daddy, won`t you treat him right`

Now you`ve listened to my story

Here`s the point that I have made

Chicks were born to give you fever

Be it Fahrenheit or centigrade

They give you fever when you kiss them

Fever if you live and learn

Fever till you sizzle

What a lovely way to burn

What a lovely way to burn

What a lovely way to burn Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543228947-73","https://songteksten.net/artist/lyrics/40/the-beatles.html","8","https://songteksten.net/artist/lyrics/40/the-beatles/page/8.html","Sweet Little Sixteen","https://songteksten.net/lyric/40/1031/the-beatles/sweet-little-sixteen.html","The Beatles - Sweet Little Sixteen
They`re really rocking in Boston, 

In Philadelphia PA, 

Deep in the heart of Texas, 

On down the Frisco Bay. 

All over Saint Louis 

And down in New Orleans. 

All the cats want to dance with 

Sweet little sixteen. 

Sweet little sixteen, 

She`s just got to have 

About half a million 

Framed autopraphs. 

Her wall is filled with pictures, 

She gets them one by one. 

Becomes so excited, 

Oh watch her at the run boy. 

Oh mommy mommy, 

Please may I go. 

You know it`s such a sight to see 

Somebody steal the show. 

Oh daddy daddy, 

I beg of you. 

Please say it to mommy 

It`s alright with you. 

Sweet little sixteen 

She`s got the grown up blues. 

Tight dresses and lipstick, 

She`s sporting in high heeled boots. 

Oh but tomorrow morning 

She`ll have to change her trend 

Become sweet sixteen 

And back in class again. 

They`re really rocking in Boston, 

In Philadelphia PA, 

Deep in the heart of Texas 

And down the Frisco Bay. 

All over Saint Louis, 

On down in New Orleans. 

All the cats want to dance with 

Sweet little sixteen.  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229075-135","https://songteksten.net/artist/lyrics/40/the-beatles.html","6","https://songteksten.net/artist/lyrics/40/the-beatles/page/6.html","Money (That's What I Want)","https://songteksten.net/lyric/40/962/the-beatles/money-thats-what-i-want.html","The Beatles - Money (That's What I Want)
The best things in life are free

But you can keep 'em for the birds and bees

Now give me money (that's what I want)

That's what I want (that's what I want)

That's what I want (that's what I want), yeah

That's what I want



Your lovin' gives me a thrill

But your lovin' don't pay my bills

Now give me money (that's what I want)

That's what I want (that's what I want)

That's what I want (that's what I want), yeah

That's what I want



Money don't get everything, it's true

What it don't get, I can't use

Now give me money (that's what I want)

That's what I want (that's what I want)

That's what I want (that's what I want), yeah

That's what I want



Money don't get everything, it's true

What it don't get, I can't use

Now give me money (that's what I want)

That's what I want (that's what I want)

That's what I want (that's what I want), yeah

That's what I want



Well, now give me money (that's what I want)

A lot of money (that's what I want)

Whoa, yeah, I wanna be free (that's what I want)

Whoa, a lot of money (that's what I want)

That's what I want (that's what I want), yeah

That's what I want



Well, now give me money (that's what I want)

A lot of money (that's what I want)

Whoa, yeah, you owe me money (that's what I want)

Oh, now give me money (that's what I want)

That's what I want (that's what I want), yeah

That's what I want.

 Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229251-220","https://songteksten.net/artist/lyrics/40/the-beatles.html","3","https://songteksten.net/artist/lyrics/40/the-beatles/page/3.html","Hey Bulldog","https://songteksten.net/lyric/40/51135/the-beatles/hey-bulldog.html","The Beatles - Hey Bulldog
Sheepdog 

Standing in the rain, 

Bullfrog 

Doing it again 



Some kind of happiness is measured out in miles 

What makes you think you`re something special when you smile



Child-like 

No one understands, 

Jack knife 

In your sweaty hands, 



Some kind of inocents is measured out in years

You don`t know what it`s like to listen to your fears 

You can't talk to me. ' x3

if you`re lonely you can talk to me 



Big man (yeah)

Walking in the park 

Whigwam 

Frightened of the dark 

Some kind of solitude is measured out in you 

You think you know me but you haven`t got a clue 



You can't talk to me. ' x3 

'if you're lonely you can talk to me 

 Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
